batch,position,slug,name,metadata_fix,faq_fix,relatedSlugs_fix,duplicate_slug_check,broken_relatedSlugs_check,rendered_index_follow,canonical_check,noindexToolSlugs_unchanged,active_tools_count,indexable_in_sitemap,noindex_in_sitemap
9,1,coin-flip,Coin Flip Generator,title 46; description 132,3 useful FAQs,random-number-generator|dice-roller|random-phrase-generator|random-text-generator,pass,pass,pass,pass,pass,430,379,0
9,2,random-emoji-generator,Random Emoji Generator,title 49; description 135,3 useful FAQs,random-number-generator|coin-flip|dice-roller|random-phrase-generator,pass,pass,pass,pass,pass,430,379,0
9,3,random-country-generator,Random Country Generator,title 51; description 137,3 useful FAQs,random-number-generator|coin-flip|dice-roller|random-phrase-generator,pass,pass,pass,pass,pass,430,379,0
9,4,random-date-generator,Random Date Generator,title 48; description 134,3 useful FAQs,random-number-generator|coin-flip|dice-roller|random-phrase-generator,pass,pass,pass,pass,pass,430,379,0
9,5,riddle-generator,Riddle Generator,title 43; description 129,3 useful FAQs,random-number-generator|coin-flip|dice-roller|random-phrase-generator,pass,pass,pass,pass,pass,430,379,0
9,6,keyword-generator,Keyword Generator,title 44; description 130,3 useful FAQs,meta-tag-generator|robots-txt-generator|hreflang-tag-generator|schema-tag-generator,pass,pass,pass,pass,pass,430,379,0
9,7,coupon-code-generator,Coupon Code Generator,title 48; description 134,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
9,8,meeting-agenda-generator,Meeting Agenda Generator,title 51; description 137,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
9,9,citation-generator,Citation Generator,title 45; description 131,3 useful FAQs,paragraph-generator|sentence-generator|blog-name-generator|writing-prompt-generator,pass,pass,pass,pass,pass,430,379,0
9,10,email-subject-generator,Email Subject Line Generator,title 55; description 141,3 useful FAQs,paragraph-generator|sentence-generator|blog-name-generator|writing-prompt-generator,pass,pass,pass,pass,pass,430,379,0
9,11,drag-name-generator,Drag Queen Name Generator,title 52; description 138,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
9,12,email-name-generator,Email Address Name Generator,title 55; description 141,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
9,13,footnote-generator,Footnote Generator,title 45; description 131,3 useful FAQs,paragraph-generator|sentence-generator|blog-name-generator|writing-prompt-generator,pass,pass,pass,pass,pass,430,379,0
9,14,lowercase-generator,Lowercase Generator,title 46; description 132,3 useful FAQs,fancy-text-generator|bold-text-generator|cursive-text-generator|glitch-text-generator,pass,pass,pass,pass,pass,430,379,0
