position,slug,name,metadata,intro,below_tool_content,faqs,relatedSlugs,safety,duplicate_slugs_check,broken_relatedSlugs_check,rendered_index_follow,canonical_check,noindexToolSlugs_unchanged,remaining_issues
1,uwu-text-generator,UwU Text Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|cute-text-generator|unicode-text-generator|vaporwave-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
2,vampire-name-generator,Vampire Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,witch-name-generator|werewolf-name-generator|demon-name-generator|fantasy-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
3,video-game-name-generator,Video Game Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,game-idea-generator|gaming-name-generator|story-name-generator|project-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
4,video-prompt-generator,Video Prompt Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,writing-prompt-generator|blog-outline-generator|content-brief-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
5,viking-name-generator,Viking Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,medieval-name-generator|fantasy-name-generator|character-name-generator|warrior-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
6,wave-generator,CSS Wave Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,blob-generator|gradient-generator|pattern-generator|css-grid-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
7,werewolf-name-generator,Werewolf Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,vampire-name-generator|wolf-name-generator|demon-name-generator|fantasy-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
8,wheel-spinner-generator,Wheel Spinner Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,random-choice-generator|random-number-generator|raffle-generator|giveaway-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
9,wifi-name-generator,WiFi Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,username-generator|random-phrase-generator|nickname-generator|team-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
10,witch-name-generator,Witch Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,wizard-name-generator|vampire-name-generator|fantasy-name-generator|character-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
11,wizard-name-generator,Wizard Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,witch-name-generator|fantasy-name-generator|elf-name-generator|character-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
12,wolf-name-generator,Wolf Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,werewolf-name-generator|pet-name-generator|dog-name-generator|fantasy-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
13,wordart-generator,Word Art Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fancy-text-generator|ascii-text-generator|unicode-text-generator|bold-text-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
14,worksheet-generator,Worksheet Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,quiz-generator|flashcard-generator|lesson-plan-generator|study-plan-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
15,worldbuilding-generator,Worldbuilding Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,fantasy-map-generator|kingdom-name-generator|town-name-generator|writing-prompt-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
16,would-you-rather-generator,Would You Rather Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,truth-or-dare-generator|random-question-generator|icebreaker-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
17,wrestling-name-generator,Wrestling Name Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,superhero-name-generator|villain-name-generator|character-name-generator|rap-name-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
18,writing-prompt-generator,Writing Prompt Generator,updated meta title and description,updated specific tagline and intro description,added intent-specific how-to and tips,added four specific FAQs,story-plot-generator|character-prompt-generator|dialogue-tag-generator|worldbuilding-generator,indexing unchanged; no unsupported guarantees or risky claims added,pass,pass for selected tool relatedSlugs,pass,pass,pass,none for selected tools
