batchId,toolOrder,canonicalToolId,language,localizedUrl,pageExists,keywordIntentMatch,naturalLanguageQuality,adsenseSafe,helpfulContent,faqQuality,metaQuality,indexFollow,selfCanonical,hreflangCoverage,languageSwitchSameTool,sitemapIncluded,arabicRtl,noindexExcluded,redirectExcluded,status,notes
B06,1,villain-name-generator,es,https://taptogen.com/es/tools/generador-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,fr,https://taptogen.com/fr/tools/generateur-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,de,https://taptogen.com/de/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,pt,https://taptogen.com/pt/tools/gerador-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,it,https://taptogen.com/it/tools/generatore-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,pl,https://taptogen.com/pl/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,ru,https://taptogen.com/ru/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,tr,https://taptogen.com/tr/tools/olusturucu-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,id,https://taptogen.com/id/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,sv,https://taptogen.com/sv/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,ms,https://taptogen.com/ms/tools/penjana-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,bg,https://taptogen.com/bg/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,hi,https://taptogen.com/hi/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,bn,https://taptogen.com/bn/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,ja,https://taptogen.com/ja/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,ko,https://taptogen.com/ko/tools/generator-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,1,villain-name-generator,ar,https://taptogen.com/ar/tools/muwallid-villain-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,es,https://taptogen.com/es/tools/generador-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,fr,https://taptogen.com/fr/tools/generateur-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,de,https://taptogen.com/de/tools/generator-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,pt,https://taptogen.com/pt/tools/gerador-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,it,https://taptogen.com/it/tools/generatore-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,pl,https://taptogen.com/pl/tools/generator-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,ru,https://taptogen.com/ru/tools/generator-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,tr,https://taptogen.com/tr/tools/olusturucu-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,id,https://taptogen.com/id/tools/generator-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,sv,https://taptogen.com/sv/tools/generator-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
B06,2,werewolf-name-generator,ms,https://taptogen.com/ms/tools/penjana-werewolf-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B06 audit; content uses localized page copy and B06 safety framing.
