batchId,toolOrder,canonicalToolId,language,localizedUrl,pageExists,keywordIntentMatch,naturalLanguageQuality,adsenseSafe,helpfulContent,faqQuality,metaQuality,indexFollow,selfCanonical,hreflangCoverage,languageSwitchSameTool,sitemapIncluded,arabicRtl,noindexExcluded,redirectExcluded,status,notes
B08,1,food-truck-name-generator,es,https://taptogen.com/es/tools/generador-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,fr,https://taptogen.com/fr/tools/generateur-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,de,https://taptogen.com/de/tools/generator-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,pt,https://taptogen.com/pt/tools/gerador-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,it,https://taptogen.com/it/tools/generatore-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,pl,https://taptogen.com/pl/tools/generator-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,ru,https://taptogen.com/ru/tools/generator-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,tr,https://taptogen.com/tr/tools/olusturucu-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,id,https://taptogen.com/id/tools/generator-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
B08,1,food-truck-name-generator,sv,https://taptogen.com/sv/tools/generator-food-truck-name/,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,Post-build B08 audit; content uses localized page copy and B08 safety framing.
