batchId,toolOrder,canonicalToolId,language,primaryKeyword,localizedSlug,localizedUrl,h1,metaTitle,metaDescription,source,status
B02,1,story-name-generator,es,generador de story title,generador-story-title,https://taptogen.com/es/tools/generador-story-title/,Generador de Story Title,Generador de Story Title gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Comprueba originalidad, sensibilidad, derechos y disponib",built_dist,PASS
B02,1,story-name-generator,fr,générateur de story title,generateur-story-title,https://taptogen.com/fr/tools/generateur-story-title/,Générateur de Story Title,Générateur de Story Title gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Verifiez originalité, sensibilite, droits et disponi",built_dist,PASS
B02,1,story-name-generator,de,generator für story title,generator-story-title,https://taptogen.com/de/tools/generator-story-title/,Generator für Story Title,Generator für Story Title kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Prüfe Originalitaet, Sensibilitaet, Rechte ",built_dist,PASS
B02,1,story-name-generator,pt,gerador de story title,gerador-story-title,https://taptogen.com/pt/tools/gerador-story-title/,Gerador de Story Title,Gerador de Story Title gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Verifique originalidade, sensibilidade, direitos e disponib",built_dist,PASS
B02,1,story-name-generator,it,generatore di story title,generatore-story-title,https://taptogen.com/it/tools/generatore-story-title/,Generatore di Story Title,Generatore di Story Title gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Controlla originalità, sensibilita, diritti e d",built_dist,PASS
B02,1,story-name-generator,pl,generator story title,generator-story-title,https://taptogen.com/pl/tools/generator-story-title/,Generator Story Title,Generator Story Title za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Sprawdź oryginalność, wrazliwosc, prawa i dostępność przed publicznym u",built_dist,PASS
B02,1,story-name-generator,ru,generator story title,generator-story-title,https://taptogen.com/ru/tools/generator-story-title/,Generator Story Title,Generator Story Title besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Proverte originalnost, delikatnost, prava i dostu",built_dist,PASS
B02,1,story-name-generator,tr,olusturucu story title,olusturucu-story-title,https://taptogen.com/tr/tools/olusturucu-story-title/,Olusturucu Story Title,Olusturucu Story Title ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Halka acik kullanimdan once ozgunluk, hassasiyet, haklar ve uygun",built_dist,PASS
B02,1,story-name-generator,id,generator story title,generator-story-title,https://taptogen.com/id/tools/generator-story-title/,Generator Story Title,Generator Story Title gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Periksa orisinalitas, sensitivitas, hak, dan ketersedi",built_dist,PASS
B02,1,story-name-generator,sv,generator for story title,generator-story-title,https://taptogen.com/sv/tools/generator-story-title/,Generator for Story Title,Generator for Story Title gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Kontrollera originalitet, kanslighet, rattigheter oc",built_dist,PASS
