batchId,toolOrder,canonicalToolId,language,primaryKeyword,localizedSlug,localizedUrl,h1,metaTitle,metaDescription,source,status
B06,1,villain-name-generator,es,generador de villain name,generador-villain-name,https://taptogen.com/es/tools/generador-villain-name/,Generador de Villain Name,Generador de Villain Name gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Comprueba originalidad, sensibilidad, derechos y disponib",built_dist,PASS
B06,1,villain-name-generator,fr,generateur de villain name,generateur-villain-name,https://taptogen.com/fr/tools/generateur-villain-name/,Generateur de Villain Name,Generateur de Villain Name gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Verifiez originalité, sensibilite, droits et disponi",built_dist,PASS
B06,1,villain-name-generator,de,generator fuer villain name,generator-villain-name,https://taptogen.com/de/tools/generator-villain-name/,Generator fuer Villain Name,Generator fuer Villain Name kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Prüfe Originalitaet, Sensibilitaet, Rechte ",built_dist,PASS
B06,1,villain-name-generator,pt,gerador de villain name,gerador-villain-name,https://taptogen.com/pt/tools/gerador-villain-name/,Gerador de Villain Name,Gerador de Villain Name gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Verifique originalidade, sensibilidade, direitos e disponib",built_dist,PASS
B06,1,villain-name-generator,it,generatore di villain name,generatore-villain-name,https://taptogen.com/it/tools/generatore-villain-name/,Generatore di Villain Name,Generatore di Villain Name gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Controlla originalità, sensibilita, diritti e d",built_dist,PASS
B06,1,villain-name-generator,pl,generator villain name,generator-villain-name,https://taptogen.com/pl/tools/generator-villain-name/,Generator Villain Name,Generator Villain Name za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Sprawdź oryginalność, wrazliwosc, prawa i dostępność przed publicznym u",built_dist,PASS
B06,1,villain-name-generator,ru,generator villain name,generator-villain-name,https://taptogen.com/ru/tools/generator-villain-name/,Generator Villain Name,Generator Villain Name besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Proverte originalnost, delikatnost, prava i dostu",built_dist,PASS
B06,1,villain-name-generator,tr,olusturucu villain name,olusturucu-villain-name,https://taptogen.com/tr/tools/olusturucu-villain-name/,Olusturucu Villain Name,Olusturucu Villain Name ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Halka acik kullanimdan once ozgunluk, hassasiyet, haklar ve uygun",built_dist,PASS
B06,1,villain-name-generator,id,generator villain name,generator-villain-name,https://taptogen.com/id/tools/generator-villain-name/,Generator Villain Name,Generator Villain Name gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Periksa orisinalitas, sensitivitas, hak, dan ketersedi",built_dist,PASS
B06,1,villain-name-generator,sv,generator for villain name,generator-villain-name,https://taptogen.com/sv/tools/generator-villain-name/,Generator for Villain Name,Generator for Villain Name gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Kontrollera originalitet, kanslighet, rattigheter oc",built_dist,PASS
B06,1,villain-name-generator,ms,penjana villain name,penjana-villain-name,https://taptogen.com/ms/tools/penjana-villain-name/,Penjana Villain Name,Penjana Villain Name percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Semak keaslian, sensitiviti, hak dan ketersediaan sebelum penggunaan",built_dist,PASS
B06,1,villain-name-generator,bg,generator za villain name,generator-villain-name,https://taptogen.com/bg/tools/generator-villain-name/,Generator za Villain Name,Generator za Villain Name bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Proverete originalnost, chuvstvitelnost, prava i d",built_dist,PASS
