batchId,toolOrder,canonicalToolId,language,primaryKeyword,localizedSlug,localizedUrl,h1,metaTitle,metaDescription,source,status
B05,1,character-backstory-generator,es,generador de character backstory,generador-character-backstory,https://taptogen.com/es/tools/generador-character-backstory/,Generador de Character Backstory,Generador de Character Backstory gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Comprueba originalidad, sensibilidad, derechos y disponib",built_dist,PASS
B05,1,character-backstory-generator,fr,generateur de character backstory,generateur-character-backstory,https://taptogen.com/fr/tools/generateur-character-backstory/,Generateur de Character Backstory,Generateur de Character Backstory gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Verifiez originalité, sensibilite, droits et disponi",built_dist,PASS
B05,1,character-backstory-generator,de,generator fuer character backstory,generator-character-backstory,https://taptogen.com/de/tools/generator-character-backstory/,Generator fuer Character Backstory,Generator fuer Character Backstory kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Prüfe Originalitaet, Sensibilitaet, Rechte ",built_dist,PASS
B05,1,character-backstory-generator,pt,gerador de character backstory,gerador-character-backstory,https://taptogen.com/pt/tools/gerador-character-backstory/,Gerador de Character Backstory,Gerador de Character Backstory gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Verifique originalidade, sensibilidade, direitos e disponib",built_dist,PASS
B05,1,character-backstory-generator,it,generatore di character backstory,generatore-character-backstory,https://taptogen.com/it/tools/generatore-character-backstory/,Generatore di Character Backstory,Generatore di Character Backstory gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Controlla originalità, sensibilita, diritti e d",built_dist,PASS
B05,1,character-backstory-generator,pl,generator character backstory,generator-character-backstory,https://taptogen.com/pl/tools/generator-character-backstory/,Generator Character Backstory,Generator Character Backstory za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Sprawdź oryginalność, wrazliwosc, prawa i dostępność przed publicznym u",built_dist,PASS
B05,1,character-backstory-generator,ru,generator character backstory,generator-character-backstory,https://taptogen.com/ru/tools/generator-character-backstory/,Generator Character Backstory,Generator Character Backstory besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Proverte originalnost, delikatnost, prava i dostu",built_dist,PASS
B05,1,character-backstory-generator,tr,olusturucu character backstory,olusturucu-character-backstory,https://taptogen.com/tr/tools/olusturucu-character-backstory/,Olusturucu Character Backstory,Olusturucu Character Backstory ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Halka acik kullanimdan once ozgunluk, hassasiyet, haklar ve uygun",built_dist,PASS
B05,1,character-backstory-generator,id,generator character backstory,generator-character-backstory,https://taptogen.com/id/tools/generator-character-backstory/,Generator Character Backstory,Generator Character Backstory gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Periksa orisinalitas, sensitivitas, hak, dan ketersedi",built_dist,PASS
B05,1,character-backstory-generator,sv,generator for character backstory,generator-character-backstory,https://taptogen.com/sv/tools/generator-character-backstory/,Generator for Character Backstory,Generator for Character Backstory gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Kontrollera originalitet, kanslighet, rattigheter oc",built_dist,PASS
B05,1,character-backstory-generator,ms,penjana character backstory,penjana-character-backstory,https://taptogen.com/ms/tools/penjana-character-backstory/,Penjana Character Backstory,Penjana Character Backstory percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Semak keaslian, sensitiviti, hak dan ketersediaan sebelum penggunaan",built_dist,PASS
B05,1,character-backstory-generator,bg,generator za character backstory,generator-character-backstory,https://taptogen.com/bg/tools/generator-character-backstory/,Generator za Character Backstory,Generator za Character Backstory bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Proverete originalnost, chuvstvitelnost, prava i d",built_dist,PASS
B05,1,character-backstory-generator,hi,character backstory generator,generator-character-backstory,https://taptogen.com/hi/tools/generator-character-backstory/,Character Backstory Generator,Character Backstory Generator muft,"हिंदी में साफ ड्राफ्ट बनाएं और उपयोग से पहले हर परिणाम की समीक्षा करें. प्रकाशन से पहले सटीकता, मौलिकता, संगतता और प्रोजेक्ट नियम जांचें. Public use se pehle originality, sensitivity, rights aur availability check karein",built_dist,PASS
B05,1,character-backstory-generator,bn,character backstory generator,generator-character-backstory,https://taptogen.com/bn/tools/generator-character-backstory/,Character Backstory Generator,Character Backstory Generator free,"বাংলায় পরিষ্কার খসড়া তৈরি করুন এবং ব্যবহারের আগে ফলাফল পর্যালোচনা করুন. প্রকাশের আগে নির্ভুলতা, মৌলিকতা, সামঞ্জস্য এবং প্রকল্পের নিয়ম যাচাই করুন. Public use er age originality, sensitivity, rights ebong availability chec",built_dist,PASS
B05,1,character-backstory-generator,ja,character backstory generator,generator-character-backstory,https://taptogen.com/ja/tools/generator-character-backstory/,Character Backstory Generator,Character Backstory Generator muryo,"日本語でわかりやすい下書きを作り、使う前に結果を確認します. 公開前に正確性、独自性、互換性、プロジェクト規則を確認してください. Koukai riyou mae ni originality, hairyo, rights, availability wo kakunin shite kudasai. Fiction, games, jibun no worlds ni tsukai, protected universes wo ",built_dist,PASS
B05,1,character-backstory-generator,ko,character backstory generator,generator-character-backstory,https://taptogen.com/ko/tools/generator-character-backstory/,Character Backstory Generator,Character Backstory Generator muryo,"한국어로 명확한 초안을 만들고 사용 전에 결과를 검토하세요. 게시 전에 정확성, 독창성, 호환성, 프로젝트 규칙을 확인하세요. Public use jeone originality, sensitivity, rights, availability reul hwaginhaseyo. Fiction, games, jasinui worlds yongdo ro sayonghago protected univ",built_dist,PASS
