batchId,toolOrder,canonicalToolId,language,primaryKeyword,localizedSlug,localizedUrl,h1,metaTitle,metaDescription,source,status
B08,1,food-truck-name-generator,es,generador de food truck name,generador-food-truck-name,https://taptogen.com/es/tools/generador-food-truck-name/,Generador de Food Truck Name,Generador de Food Truck Name gratis,"Crea borradores claros en español y revisa cada resultado antes de usarlo. Revisa exactitud, originalidad, compatibilidad y reglas del proyecto antes de publicar. Comprueba originalidad, sensibilidad, derechos y disponib",built_dist,PASS
B08,1,food-truck-name-generator,fr,generateur de food truck name,generateur-food-truck-name,https://taptogen.com/fr/tools/generateur-food-truck-name/,Generateur de Food Truck Name,Generateur de Food Truck Name gratuit,"Créez des brouillons clairs en français et vérifiez chaque resultat avant usage. Verifiez exactitude, originalité, compatibilité et regles du projet avant publication. Verifiez originalité, sensibilite, droits et disponi",built_dist,PASS
B08,1,food-truck-name-generator,de,generator fuer food truck name,generator-food-truck-name,https://taptogen.com/de/tools/generator-food-truck-name/,Generator fuer Food Truck Name,Generator fuer Food Truck Name kostenlos,"Erstelle klare Entwürfe auf Deutsch und prüfe jedes Ergebnis vor der Nutzung. Prüfe Genauigkeit, Originalitaet, Kompatibilität und Projektregeln vor der Veroeffentlichung. Prüfe Originalitaet, Sensibilitaet, Rechte ",built_dist,PASS
B08,1,food-truck-name-generator,pt,gerador de food truck name,gerador-food-truck-name,https://taptogen.com/pt/tools/gerador-food-truck-name/,Gerador de Food Truck Name,Gerador de Food Truck Name gratis,"Crie rascunhos claros em português e revise cada resultado antes de usar. Revise precisao, originalidade, compatibilidade e regras do projeto antes de publicar. Verifique originalidade, sensibilidade, direitos e disponib",built_dist,PASS
B08,1,food-truck-name-generator,it,generatore di food truck name,generatore-food-truck-name,https://taptogen.com/it/tools/generatore-food-truck-name/,Generatore di Food Truck Name,Generatore di Food Truck Name gratis,"Crea bozze chiare in italiano e controlla ogni risultato prima di usarlo. Controlla accuratezza, originalità, compatibilità e regole del progetto prima della pubblicazione. Controlla originalità, sensibilita, diritti e d",built_dist,PASS
B08,1,food-truck-name-generator,pl,generator food truck name,generator-food-truck-name,https://taptogen.com/pl/tools/generator-food-truck-name/,Generator Food Truck Name,Generator Food Truck Name za darmo,"Twórz jasne wersje robocze po polsku i sprawdźaj wynik przed użyciem. Sprawdź dokładność, oryginalność, zgodność i zasady projektu przed publikacją. Sprawdź oryginalność, wrazliwosc, prawa i dostępność przed publicznym u",built_dist,PASS
B08,1,food-truck-name-generator,ru,generator food truck name,generator-food-truck-name,https://taptogen.com/ru/tools/generator-food-truck-name/,Generator Food Truck Name,Generator Food Truck Name besplatno,"Sozdavaite ponyatnye chernoviki na russkom i proveriaite rezultat pered ispolzovaniem. Proverte tochnost, originalnost, sovmestimost i pravila proekta pered publikatsiei. Proverte originalnost, delikatnost, prava i dostu",built_dist,PASS
B08,1,food-truck-name-generator,tr,olusturucu food truck name,olusturucu-food-truck-name,https://taptogen.com/tr/tools/olusturucu-food-truck-name/,Olusturucu Food Truck Name,Olusturucu Food Truck Name ucretsiz,"Turkce net taslaklar olusturun ve kullanmadan once sonucu kontrol edin. Yayinlamadan once dogruluk, ozgunluk, uyumluluk ve proje kurallarini kontrol edin. Halka acik kullanimdan once ozgunluk, hassasiyet, haklar ve uygun",built_dist,PASS
B08,1,food-truck-name-generator,id,generator food truck name,generator-food-truck-name,https://taptogen.com/id/tools/generator-food-truck-name/,Generator Food Truck Name,Generator Food Truck Name gratis,"Buat draf yang jelas dalam bahasa Indonesia dan tinjau hasil sebelum digunakan. Periksa akurasi, orisinalitas, kompatibilitas, dan aturan proyek sebelum menerbitkan. Periksa orisinalitas, sensitivitas, hak, dan ketersedi",built_dist,PASS
B08,1,food-truck-name-generator,sv,generator for food truck name,generator-food-truck-name,https://taptogen.com/sv/tools/generator-food-truck-name/,Generator for Food Truck Name,Generator for Food Truck Name gratis,"Skapa tydliga utkast pa svenska och granska resultatet innan du anvander det. Kontrollera noggrannhet, originalitet, kompatibilitet och projektregler fore publicering. Kontrollera originalitet, kanslighet, rattigheter oc",built_dist,PASS
B08,1,food-truck-name-generator,ms,penjana food truck name,penjana-food-truck-name,https://taptogen.com/ms/tools/penjana-food-truck-name/,Penjana Food Truck Name,Penjana Food Truck Name percuma,"Cipta draf jelas dalam Bahasa Melayu dan semak hasil sebelum digunakan. Semak ketepatan, keaslian, keserasian dan peraturan projek sebelum diterbitkan. Semak keaslian, sensitiviti, hak dan ketersediaan sebelum penggunaan",built_dist,PASS
B08,1,food-truck-name-generator,bg,generator za food truck name,generator-food-truck-name,https://taptogen.com/bg/tools/generator-food-truck-name/,Generator za Food Truck Name,Generator za Food Truck Name bezplatno,"Sazdavaite yasni cherнови na balgarski i proveriavaite rezultata predi upotreba. Proverete tochnost, originalnost, savmestimost i pravilata na proekta predi publikuvane. Proverete originalnost, chuvstvitelnost, prava i d",built_dist,PASS
B08,1,food-truck-name-generator,hi,food truck name generator,generator-food-truck-name,https://taptogen.com/hi/tools/generator-food-truck-name/,Food Truck Name Generator,Food Truck Name Generator muft,"हिंदी में साफ ड्राफ्ट बनाएं और उपयोग से पहले हर परिणाम की समीक्षा करें. प्रकाशन से पहले सटीकता, मौलिकता, संगतता और प्रोजेक्ट नियम जांचें. Public use se pehle originality, sensitivity, rights aur availability check karein",built_dist,PASS
B08,1,food-truck-name-generator,bn,food truck name generator,generator-food-truck-name,https://taptogen.com/bn/tools/generator-food-truck-name/,Food Truck Name Generator,Food Truck Name Generator free,"বাংলায় পরিষ্কার খসড়া তৈরি করুন এবং ব্যবহারের আগে ফলাফল পর্যালোচনা করুন. প্রকাশের আগে নির্ভুলতা, মৌলিকতা, সামঞ্জস্য এবং প্রকল্পের নিয়ম যাচাই করুন. Public use er age originality, sensitivity, rights ebong availability chec",built_dist,PASS
B08,1,food-truck-name-generator,ja,food truck name generator,generator-food-truck-name,https://taptogen.com/ja/tools/generator-food-truck-name/,Food Truck Name Generator,Food Truck Name Generator muryo,"日本語でわかりやすい下書きを作り、使う前に結果を確認します. 公開前に正確性、独自性、互換性、プロジェクト規則を確認してください. Koukai riyou mae ni originality, hairyo, rights, availability wo kakunin shite kudasai. Public use mae ni brand, permissions, prices, data, compliance wo ",built_dist,PASS
B08,1,food-truck-name-generator,ko,food truck name generator,generator-food-truck-name,https://taptogen.com/ko/tools/generator-food-truck-name/,Food Truck Name Generator,Food Truck Name Generator muryo,"한국어로 명확한 초안을 만들고 사용 전에 결과를 검토하세요. 게시 전에 정확성, 독창성, 호환성, 프로젝트 규칙을 확인하세요. Public use jeone originality, sensitivity, rights, availability reul hwaginhaseyo. Public use jeone brand, permissions, prices, data, compliance reul",built_dist,PASS
B08,1,food-truck-name-generator,ar,muwallid food truck name,muwallid-food-truck-name,https://taptogen.com/ar/tools/muwallid-food-truck-name/,Muwallid Food Truck Name,Muwallid Food Truck Name majanaan,أنشئ مسودات عربية واضحة وراجع كل نتيجة قبل استخدامها. راجع الدقة والأصالة والتوافق وقواعد المشروع قبل النشر. Tahaqqaq min alasalah walhusasiyah walhuquq waltawafur qabla alistikhdam alam. Raji alalama waladhun walasear w,built_dist,PASS
