batch,position,slug,name,metadata_fix,faq_fix,relatedSlugs_fix,duplicate_slug_check,broken_relatedSlugs_check,rendered_index_follow,canonical_check,noindexToolSlugs_unchanged,active_tools_count,indexable_in_sitemap,noindex_in_sitemap
10,1,hang-tag-generator,Hang Tag Generator,title 45; description 131,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,2,email-tag-generator,Email Tag Generator,title 46; description 132,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,3,secret-santa-name-generator,Secret Santa Name Generator,title 54; description 140,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,4,anagram-of-name-generator,Anagram Of Name Generator,title 52; description 138,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,5,cyberpunk-name-generator,Cyberpunk Name Generator,title 51; description 137,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,6,goth-name-generator,Goth Name Generator,title 46; description 132,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,7,scifi-name-generator,Sci-Fi Name Generator,title 48; description 134,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,8,last-name-and-first-name-generator,First And Last Name Generator,title 56; description 142,3 useful FAQs,name-generator|username-generator|team-name-generator|baby-name-generator,pass,pass,pass,pass,pass,430,379,0
10,9,baby-name-generator-with-last-name,Baby Name Generator With Last Name,title 61; description 147,3 useful FAQs,name-generator|username-generator|team-name-generator|baby-name-generator,pass,pass,pass,pass,pass,430,379,0
10,10,nickname-generator-based-on-name,Nickname Generator Based On Name,title 59; description 145,3 useful FAQs,name-generator|username-generator|team-name-generator|baby-name-generator,pass,pass,pass,pass,pass,430,379,0
10,11,phonetic-spelling-of-name-generator,Phonetic Spelling Generator,title 54; description 140,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,12,disc-jockey-names-generator,DJ Name Generator,title 44; description 130,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,13,mountain-name-generator,Mountain Name Generator,title 50; description 136,3 useful FAQs,fantasy-name-generator|clan-name-generator|pirate-name-generator|medieval-name-generator,pass,pass,pass,pass,pass,430,379,0
10,14,forest-name-generator,Forest Name Generator,title 48; description 134,3 useful FAQs,fantasy-name-generator|clan-name-generator|pirate-name-generator|medieval-name-generator,pass,pass,pass,pass,pass,430,379,0
10,15,team-name-generator-using-keywords,Team Name Generator By Keyword,title 57; description 143,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,16,trademark-friendly-name-generator,Trademark-Friendly Name Generator,title 60; description 146,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,17,app-icon-generator,App Icon Generator,title 45; description 131,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,18,business-card-generator,Business Card Generator,title 50; description 136,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,19,css-code-generator,CSS Code Generator,title 45; description 131,3 useful FAQs,uuid-generator|slug-generator|hash-generator|json-formatter,pass,pass,pass,pass,pass,430,379,0
10,20,dj-name-generator,DJ Name Generator,title 44; description 130,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,21,estimate-generator,Estimate Generator,title 45; description 131,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,22,hotel-name-generator,Hotel Name Generator,title 47; description 133,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,23,html-code-generator,HTML Code Generator,title 46; description 132,3 useful FAQs,uuid-generator|slug-generator|hash-generator|json-formatter,pass,pass,pass,pass,pass,430,379,0
10,24,logo-generator,Logo Generator,title 41; description 127,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,25,proposal-generator,Proposal Generator,title 45; description 131,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,26,sigil-generator,Sigil Generator,title 42; description 128,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,27,ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,title 64; description 150,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,28,roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,title 44; description 152,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,29,ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,title 45; description 153,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,30,iupac-name-generator,IUPAC Name Generator,title 47; description 133,3 useful FAQs,lorem-ipsum-generator|text-case-converter|word-counter|qr-code-text-generator,pass,pass,pass,pass,pass,430,379,0
10,31,victorian-name-generator,Victorian Name Generator,title 51; description 137,3 useful FAQs,name-generator|username-generator|team-name-generator|baby-name-generator,pass,pass,pass,pass,pass,430,379,0
10,32,racehorse-name-generator,Racehorse Name Generator,title 51; description 137,3 useful FAQs,name-generator|username-generator|team-name-generator|baby-name-generator,pass,pass,pass,pass,pass,430,379,0
10,33,emo-name-generator,Emo Name Generator,title 45; description 131,3 useful FAQs,band-name-generator|superhero-name-generator|rap-name-generator|song-name-generator,pass,pass,pass,pass,pass,430,379,0
10,34,poster-generator,Poster Generator,title 43; description 129,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
10,35,flyer-generator,Flyer Generator,title 42; description 128,3 useful FAQs,business-name-generator|domain-name-generator|product-name-generator|shop-name-generator,pass,pass,pass,pass,pass,430,379,0
