url,status_code,load_time_ms,title,canonical,hreflangs_count,a11y_violations_count,js_errors_count,console_errors_count,network_errors_count
"https://taptogen.vercel.app/disclaimer/",200,1800,"Disclaimer — TapToGen","https://taptogen.com/disclaimer/",2,1,0,0,1
"https://taptogen.vercel.app/categories/random-generators/",200,2338,"Random Generators — Numbers, Names, Phrases & More — TapToGen","https://taptogen.com/categories/random-generators/",2,0,0,0,1
"https://taptogen.vercel.app/",200,1408,"TapToGen - Free Online Generator Tools for Names, Text, Writing, SEO and More","https://taptogen.com/",2,1,0,0,1
"https://taptogen.vercel.app/categories/gaming-generators/",200,2040,"Gaming & Fantasy Name Generators — D&D, RPG & More — TapToGen","https://taptogen.com/categories/gaming-generators/",2,0,0,0,1
"https://taptogen.vercel.app/categories/creative-generators/",200,2140,"Creative Generators — Stories, Names & Ideas — TapToGen","https://taptogen.com/categories/creative-generators/",2,0,0,0,1
"https://taptogen.vercel.app/about-us/",200,1480,"About Us — TapToGen","https://taptogen.com/about-us/",2,1,0,0,1
"https://taptogen.vercel.app/blog/",200,2014,"Blog — TapToGen","https://taptogen.com/blog/",2,0,0,0,1
"https://taptogen.vercel.app/privacy/",200,1937,"Privacy Policy — TapToGen","https://taptogen.com/privacy/",2,1,0,0,1
"https://taptogen.vercel.app/categories/name-generators/",200,2043,"Name Generators — Random, Fantasy, Business & More — TapToGen","https://taptogen.com/categories/name-generators/",2,0,0,0,1
"https://taptogen.vercel.app/categories/business-generators/",200,1960,"Business Name & Brand Generators — Free Tools — TapToGen","https://taptogen.com/categories/business-generators/",2,0,0,0,1
"https://taptogen.vercel.app/categories/ai-writing-generators/",200,2351,"AI Text & Writing Generators — Free Content Tools — TapToGen","https://taptogen.com/categories/ai-writing-generators/",2,0,0,0,1
"https://taptogen.vercel.app/categories/",200,2201,"Generator Tool Categories — TapToGen","https://taptogen.com/categories/",2,0,0,0,1
"https://taptogen.vercel.app/categories/developer-generators/",200,2089,"Developer Generators — Code, JSON, HTML & CSS Tools — TapToGen","https://taptogen.com/categories/developer-generators/",2,0,0,0,1
"https://taptogen.vercel.app/categories/seo-generators/",200,2078,"SEO Generators — Meta Tags, Title Tags & Schema Tools — TapToGen","https://taptogen.com/categories/seo-generators/",2,0,0,0,1
"https://taptogen.vercel.app/categories/bio-caption-generators/",200,2413,"Bio & Caption Generators — Instagram, Twitter & More — TapToGen","https://taptogen.com/categories/bio-caption-generators/",2,0,0,0,1
"https://taptogen.vercel.app/sitemap/",200,2197,"Sitemap — TapToGen","https://taptogen.com/sitemap/",2,0,0,0,1
"https://taptogen.vercel.app/tools/business-generators/",200,2378,"Business Generators Hub - TapToGen","https://taptogen.com/tools/business-generators/",2,1,0,0,1
"https://taptogen.vercel.app/tools/art-tag-generator/",200,2224,"Art Tag Generator - Practical, Editable Ideas — TapToGen","https://taptogen.com/tools/art-tag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/character-name-generator/",200,4663,"Character Name Generator - Specific name ideas — TapToGen","https://taptogen.com/tools/character-name-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/story-plot-generator/",200,3175,"Story Plot Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/story-plot-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/cipher-generator/",200,2235,"Cipher Generator - Specific review-ready utility output — TapToGen","https://taptogen.com/tools/cipher-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/bio-generator/",200,2187,"Bio Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/bio-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/email-tag-generator/",200,2469,"Email Tag Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/email-tag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/fantasy-language-generator/",200,2424,"Fantasy Language Generator - Editable Fiction Drafts — TapToGen","https://taptogen.com/tools/fantasy-language-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/club-name-generator/",200,2533,"Club Name Generator - Creative Ideas — TapToGen","https://taptogen.com/tools/club-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/disc-jockey-names-generator/",200,2701,"Disc Jockey Name Generator - Professional DJ Stage Names — TapToGen","https://taptogen.com/tools/disc-jockey-names-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/invisible-text-generator/",200,2894,"Invisible Text Generator - Copy Paste Styles — TapToGen","https://taptogen.com/tools/invisible-text-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/flower-name-generator/",200,2885,"Flower Name Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/flower-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/flashcard-generator/",200,2677,"Flashcard Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/flashcard-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/college-name-generator/",200,2272,"College Name Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/college-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/big-text-generator/",200,3177,"Big Text Generator - Copy Paste Styles — TapToGen","https://taptogen.com/tools/big-text-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/album-name-generator/",200,2728,"Album Name Generator - Practical, Editable Ideas — TapToGen","https://taptogen.com/tools/album-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/rubric-generator/",200,2032,"Rubric Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/rubric-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/hang-tag-generator/",200,2064,"Hang Tag Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/hang-tag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/css-grid-generator/",200,3007,"CSS Grid Generator - Practical CSS Drafts — TapToGen","https://taptogen.com/tools/css-grid-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/css-button-generator/",200,2906,"CSS Button Generator - Practical CSS Drafts — TapToGen","https://taptogen.com/tools/css-button-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/pet-name-generator/",200,3055,"Pet Name Generator - Creative Ideas — TapToGen","https://taptogen.com/tools/pet-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/hash-generator/",200,3072,"Hash Generator - Specific review-ready utility output — TapToGen","https://taptogen.com/tools/hash-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/old-english-text-generator/",200,2939,"Old English Text Generator - Specific text variations — TapToGen","https://taptogen.com/tools/old-english-text-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/geo-tag-generator/",200,2157,"Geo Tag Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/geo-tag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/name-generators/",200,2044,"Name Generators Hub - TapToGen","https://taptogen.com/tools/name-generators/",2,1,0,0,1
"https://taptogen.vercel.app/tools/dummy-data-generator/",200,3009,"Dummy Data Generator - Practical, Editable Ideas — TapToGen","https://taptogen.com/tools/dummy-data-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/clan-tag-generator/",200,2539,"Clan Tag Generator - Original Short Clan Tags — TapToGen","https://taptogen.com/tools/clan-tag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/phonetic-spelling-of-name-generator/",200,2334,"Phonetic Spelling Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/phonetic-spelling-of-name-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/emo-name-generator/",200,2396,"Emo Name Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/emo-name-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/name-pronunciation-generator/",200,2171,"Name Pronunciation Generator - Pronunciation Drafts — TapToGen","https://taptogen.com/tools/name-pronunciation-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/pick-a-name-generator/",200,2256,"Pick A Name Generator - Practical Helper — TapToGen","https://taptogen.com/tools/pick-a-name-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/brat-text-generator/",200,2287,"Brat Text Generator - Copy Paste Styles — TapToGen","https://taptogen.com/tools/brat-text-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/car-name-generator/",200,2980,"Car Name Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/car-name-generator/",19,1,2,4,3
"https://taptogen.vercel.app/tools/hashtag-generator/",200,2745,"Hashtag Generator - Specific relevant tag drafts — TapToGen","https://taptogen.com/tools/hashtag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/pet-tag-generator/",200,2712,"Pet Tag Generator - Practical Label Drafts — TapToGen","https://taptogen.com/tools/pet-tag-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/poster-generator/",200,3377,"Poster Generator - Practical Generator Tool — TapToGen","https://taptogen.com/tools/poster-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/mock-api-generator/",200,2311,"Mock Api Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/mock-api-generator/",19,1,2,4,2
"https://taptogen.vercel.app/tools/pirate-name-generator/",200,2474,"Pirate Name Generator - Practical, Editable Drafts — TapToGen","https://taptogen.com/tools/pirate-name-generator/",19,1,2,4,2
